id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2025-1179885,2025-01-10,000001,Vente,575000,35,,RUE MORICE,6175,92110,92024,Clichy,92,,,920240000Z0064,,,57,64.17,,,,,,,,,1,3,Dépendance,,0,,,,,,2.312983,48.902631
2025-1179885,2025-01-10,000001,Vente,575000,35,,RUE MORICE,6175,92110,92024,Clichy,92,,,920240000Z0064,,,57,64.17,,,,,,,,,1,3,Dépendance,,0,,,,,,2.312983,48.902631
2025-1179886,2025-01-14,000001,Vente,658000,7,,VLA BAUDOIN,0637,92270,92009,Bois-Colombes,92,,,920090000D0201,,,,,,,,,,,,,0,1,Maison,80,4,S,sols,,,235,2.276343,48.920773
2025-1179886,2025-01-14,000001,Vente,658000,7,,VLA BAUDOIN,0637,92270,92009,Bois-Colombes,92,,,920090000D0201,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,235,2.276343,48.920773
2025-1179887,2025-01-09,000001,Vente,351234,11,,RUE EDOUARD NIEUPORT,3125,92150,92073,Suresnes,92,,,920730000R0080,,,131,,141,52.61,,,,,,,2,2,Appartement,46,3,,,,,,2.231613,48.872105
2025-1179888,2025-01-07,000001,Vente,182000,1,,AV ANATOLE FRANCE,0050,92110,92024,Clichy,92,,,92024000AD0012,,,42,20.39,,,,,,,,,1,3,Dépendance,,0,,,,,,2.30575,48.896689
2025-1179888,2025-01-07,000001,Vente,182000,1,,AV ANATOLE FRANCE,0050,92110,92024,Clichy,92,,,92024000AD0012,,,41,14.01,,,,,,,,,1,2,Appartement,14,1,,,,,,2.30575,48.896689
2025-1179888,2025-01-07,000001,Vente,182000,1,,AV ANATOLE FRANCE,0050,92110,92024,Clichy,92,,,92024000AD0012,,,42,20.39,,,,,,,,,1,2,Appartement,21,1,,,,,,2.30575,48.896689
2025-1179889,2025-01-13,000001,Vente,768500,9,,RUE CURIE,7201,92150,92073,Suresnes,92,,,920730000O0140,,,102,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234391,48.879199
2025-1179889,2025-01-13,000001,Vente,768500,29,B,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0140,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234391,48.879199
2025-1179889,2025-01-13,000001,Vente,768500,29,B,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0140,,,61,,,,,,,,,,1,2,Appartement,99,3,,,,,,2.234391,48.879199
2025-1179889,2025-01-13,000001,Vente,768500,29,B,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0140,,,1,,,,,,,,,,1,2,Appartement,99,3,S,sols,,,80,2.234391,48.879199
2025-1179889,2025-01-13,000001,Vente,768500,29,B,RUE EMILE DUCLAUX,3150,92150,92073,Suresnes,92,,,920730000O0140,,,1,,,,,,,,,,1,3,Dépendance,,0,S,sols,,,80,2.234391,48.879199
2025-1179889,2025-01-13,000001,Vente,768500,9,,RUE CURIE,7201,92150,92073,Suresnes,92,,,920730000O0140,,,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.234391,48.879199
2025-1179890,2025-01-08,000001,Vente,189530,10,,AV DE VERDUN,9630,92270,92009,Bois-Colombes,92,,,920090000J0229,,,154,28,52,,,,,,,,2,3,Dépendance,,0,,,,,,2.2707,48.915715
2025-1179890,2025-01-08,000001,Vente,189530,10,,AV DE VERDUN,9630,92270,92009,Bois-Colombes,92,,,920090000J0229,,,154,28,52,,,,,,,,2,2,Appartement,27,1,,,,,,2.2707,48.915715
2025-1179891,2025-01-09,000001,Vente,1800000,43,,BD DE LA SAUSSAYE,8525,92200,92051,Neuilly-sur-Seine,92,,,920510000H0075,,,9,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.269489,48.893302
2025-1179891,2025-01-09,000001,Vente,1800000,43,,BD DE LA SAUSSAYE,8525,92200,92051,Neuilly-sur-Seine,92,,,920510000H0075,,,4,128.92,408,,414,,,,,,3,2,Appartement,122,5,,,,,,2.269489,48.893302
2025-1179891,2025-01-09,000001,Vente,1800000,43,,BD DE LA SAUSSAYE,8525,92200,92051,Neuilly-sur-Seine,92,,,920510000H0075,,,372,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.269489,48.893302
2025-1179891,2025-01-09,000001,Vente,1800000,43,,BD DE LA SAUSSAYE,8525,92200,92051,Neuilly-sur-Seine,92,,,920510000H0075,,,4,128.92,408,,414,,,,,,3,3,Dépendance,,0,,,,,,2.269489,48.893302
2025-1179891,2025-01-09,000001,Vente,1800000,43,,BD DE LA SAUSSAYE,8525,92200,92051,Neuilly-sur-Seine,92,,,920510000H0075,,,4,128.92,408,,414,,,,,,3,3,Dépendance,,0,,,,,,2.269489,48.893302
2025-1179892,2025-01-08,000001,Vente,177000,34,,RUE DU CHATEAU,0690,92500,92063,Rueil-Malmaison,92,,,92063000AX0228,,,40,32.9,,,,,,,,,1,2,Appartement,32,2,,,,,,2.180698,48.874367
2025-1179893,2025-01-03,000001,Vente,485000,59,,AV DE LA MARNE,6160,92600,92004,Asnières-sur-Seine,92,,,92004000AD0051,,,44,46.17,46,,,,,,,,2,4,Local industriel. commercial ou assimilé,47,0,,,,,,2.283807,48.908293
2025-1179894,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4062,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-1179894,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,4057,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-1179894,2025-01-15,000001,Vente en l'état futur d'achèvement,326445,,,RUE DE LA BONGARDE,0657,92390,92078,Villeneuve-la-Garenne,92,,,920780000O0089,,,11286,,,,,,,,,,1,,,,,,,,,,2.326187,48.924961
2025-1179895,2025-01-15,000001,Vente,,,,,,,92026,Courbevoie,92,,,920260000V0127,,105502,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,,,,,,92026,Courbevoie,92,,,920260000V0127,,105505,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,144,,PAS HENRI REGNAULT,4447,92400,92026,Courbevoie,92,,,920260000V0127,,105526,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,,,PL JEAN MILLIER,1565,92400,92026,Courbevoie,92,,,920260000V0127,,105538,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,,,,,,92026,Courbevoie,92,,,920260000V0127,,105546,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,,,,,,92026,Courbevoie,92,,,920260000V0127,,105554,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179895,2025-01-15,000001,Vente,,9001,,PARKING COUPOLE REGNAULT,A023,92400,92026,Courbevoie,92,,,920260000V0127,,105558,,,,,,,,,,,0,,,,,,,,,,2.242161,48.893735
2025-1179896,2025-01-08,000001,Vente,1287335,6,,RUE LOUIS BLANC,5150,92250,92035,La Garenne-Colombes,92,,,920350000M0277,,,26,,9,168.34,,,,,,,2,2,Appartement,162,5,,,,,,2.247341,48.911552
2025-1179896,2025-01-08,000001,Vente,1287335,6,,RUE LOUIS BLANC,5150,92250,92035,La Garenne-Colombes,92,,,920350000M0277,,,26,,9,168.34,,,,,,,2,3,Dépendance,,0,,,,,,2.247341,48.911552
2025-1179896,2025-01-08,000001,Vente,1287335,6,,RUE LOUIS BLANC,5150,92250,92035,La Garenne-Colombes,92,,,920350000M0277,,,55,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247341,48.911552
2025-1179896,2025-01-08,000001,Vente,1287335,6,,RUE LOUIS BLANC,5150,92250,92035,La Garenne-Colombes,92,,,920350000M0277,,,44,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.247341,48.911552
2025-1179897,2025-01-06,000001,Vente,68000,7,,RUE NOVION,6680,92600,92004,Asnières-sur-Seine,92,,,92004000AZ0004,,,109,24.81,,,,,,,,,1,2,Appartement,27,1,,,,,,2.30235,48.914735
2025-1179897,2025-01-06,000001,Vente,68000,7,,RUE NOVION,6680,92600,92004,Asnières-sur-Seine,92,,,92004000AZ0004,,,109,24.81,,,,,,,,,1,3,Dépendance,,0,,,,,,2.30235,48.914735
2025-1179898,2025-01-13,000001,Vente en l'état futur d'achèvement,291507.5,,,LE PARC STE GENEVIEVE,B030,92500,92063,Rueil-Malmaison,92,,,92063000AB0486,,,83,,,,,,,,,,1,2,Appartement,36,2,,,,,,2.17486,48.892069
2025-1179899,2025-01-07,000001,Vente,285000,177,,BD VOLTAIRE,9661,92600,92004,Asnières-sur-Seine,92,,,920040000N0247,,,19,,23,54.78,,,,,,,2,4,Local industriel. commercial ou assimilé,70,0,,,,,,2.282711,48.918255
2025-1179900,2025-01-06,000001,Vente,718500,65,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0062,,,45,,65,67.86,,,,,,,2,3,Dépendance,,0,,,,,,2.2746,48.892943
2025-1179900,2025-01-06,000001,Vente,718500,65,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0062,,,45,,65,67.86,,,,,,,2,3,Dépendance,,0,,,,,,2.2746,48.892943
2025-1179900,2025-01-06,000001,Vente,718500,65,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0062,,,45,,65,67.86,,,,,,,2,2,Appartement,68,3,,,,,,2.2746,48.892943
2025-1179900,2025-01-06,000001,Vente,718500,65,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0062,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.2746,48.892943
2025-1179901,2025-01-10,000001,Vente,442000,11,,RUE DE L INDUSTRIE,4660,92400,92026,Courbevoie,92,,,92026000AG0164,,,2062,66.8,,,,,,,,,1,2,Appartement,67,3,,,,,,2.255086,48.891904
2025-1179901,2025-01-10,000001,Vente,442000,6,,RUE VICTOR HUGO,9641,92400,92026,Courbevoie,92,,,92026000AG0164,,,2403,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255086,48.891904
2025-1179901,2025-01-10,000001,Vente,442000,11,,RUE DE L INDUSTRIE,4660,92400,92026,Courbevoie,92,,,92026000AG0164,,,2254,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255086,48.891904
2025-1179902,2025-01-13,000001,Vente,321500,6,B,RUE DENIS PAPIN,2545,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0200,,,71,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283342,48.906717
2025-1179902,2025-01-13,000001,Vente,321500,6,B,RUE DENIS PAPIN,2545,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0200,,,15,50.56,,,,,,,,,1,2,Appartement,52,2,,,,,,2.283342,48.906717
2025-1179902,2025-01-13,000001,Vente,321500,6,B,RUE DENIS PAPIN,2545,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0200,,,29,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283342,48.906717
2025-1179903,2025-01-10,000001,Vente,650280,168,,RUE GABRIEL PERI,4115,92700,92025,Colombes,92,,,92025000BH0198,,,,,,,,,,,,,0,,,,,S,sols,,,286,2.241345,48.919489
2025-1179903,2025-01-10,000001,Vente,650280,166,,RUE GABRIEL PERI,4115,92700,92025,Colombes,92,,,92025000BH0199,,,,,,,,,,,,,0,1,Maison,58,4,S,sols,,,199,2.241414,48.919557
2025-1179904,2025-01-09,000001,Vente,385000,1,,QUAI AULAGNIER,0185,92600,92004,Asnières-sur-Seine,92,,,92004000AY0101,,,28,106.75,,,,,,,,,1,2,Appartement,107,5,,,,,,2.300996,48.912617
2025-1179904,2025-01-09,000001,Vente,385000,1,,QUAI AULAGNIER,0185,92600,92004,Asnières-sur-Seine,92,,,92004000AY0101,,,122,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300996,48.912617
2025-1179904,2025-01-09,000001,Vente,385000,1,,QUAI AULAGNIER,0185,92600,92004,Asnières-sur-Seine,92,,,92004000AY0101,,,28,106.75,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300996,48.912617
2025-1179904,2025-01-09,000001,Vente,385000,1,,QUAI AULAGNIER,0185,92600,92004,Asnières-sur-Seine,92,,,92004000AY0101,,,402,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.300996,48.912617
2025-1179905,2025-01-10,000001,Vente,1468600,59,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0019,,,18,143.1,62,,,,,,,,2,3,Dépendance,,0,,,,,,2.273161,48.892478
2025-1179905,2025-01-10,000001,Vente,1468600,59,,BD DU CHATEAU,1456,92200,92051,Neuilly-sur-Seine,92,,,920510000J0019,,,18,143.1,62,,,,,,,,2,2,Appartement,133,4,,,,,,2.273161,48.892478
2025-1179906,2025-01-14,000001,Vente,393365,34,,QUAI DE DION BOUTON,2547,92800,92062,Puteaux,92,,,92062000AD0130,,,1395,,2224,79.95,,,,,,,2,3,Dépendance,,0,,,,,,2.245107,48.882506
2025-1179906,2025-01-14,000001,Vente,393365,34,,QUAI DE DION BOUTON,2547,92800,92062,Puteaux,92,,,92062000AD0130,,,1798,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.245107,48.882506
2025-1179906,2025-01-14,000001,Vente,393365,34,,QUAI DE DION BOUTON,2547,92800,92062,Puteaux,92,,,92062000AD0130,,,1395,,2224,79.95,,,,,,,2,2,Appartement,66,3,,,,,,2.245107,48.882506
2025-1179907,2025-01-13,000001,Vente,489000,33,,RUE CARTAULT,1415,92800,92062,Puteaux,92,,,920620000J0045,,,191,59.02,936,,,,,,,,2,3,Dépendance,,0,,,,,,2.231765,48.883132
2025-1179907,2025-01-13,000001,Vente,489000,33,,RUE CARTAULT,1415,92800,92062,Puteaux,92,,,920620000J0045,,,191,59.02,936,,,,,,,,2,2,Appartement,60,3,,,,,,2.231765,48.883132
2025-1179907,2025-01-13,000001,Vente,489000,33,,RUE CARTAULT,1415,92800,92062,Puteaux,92,,,920620000J0045,,,191,59.02,936,,,,,,,,2,3,Dépendance,,0,,,,,,2.231765,48.883132
2025-1179907,2025-01-13,000001,Vente,489000,33,,RUE CARTAULT,1415,92800,92062,Puteaux,92,,,920620000J0045,,,810,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.231765,48.883132
2025-1179908,2025-01-15,000001,Vente,17000,40,,RUE DE L ALMA,0060,92600,92004,Asnières-sur-Seine,92,,,920040000O0265,,,206,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.287464,48.916385
2025-1179909,2025-01-13,000001,Vente en l'état futur d'achèvement,764000,5,,RUE MOUILLON,2680,92500,92063,Rueil-Malmaison,92,,,92063000AR0568,,,161,,,,,,,,,,1,,,,,,,,,,2.1814,48.879751
2025-1179909,2025-01-13,000001,Vente en l'état futur d'achèvement,764000,5,,RUE MOUILLON,2680,92500,92063,Rueil-Malmaison,92,,,92063000AR0568,,,104,,,,,,,,,,1,,,,,,,,,,2.1814,48.879751
2025-1179910,2025-01-07,000001,Vente,433155,23,,RUE D ESSLING,3160,92400,92026,Courbevoie,92,,,920260000Y0377,,,3032,64.03,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24912,48.892771
2025-1179910,2025-01-07,000001,Vente,433155,23,,RUE D ESSLING,3160,92400,92026,Courbevoie,92,,,920260000Y0377,,,3188,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.24912,48.892771
2025-1179910,2025-01-07,000001,Vente,433155,23,,RUE D ESSLING,3160,92400,92026,Courbevoie,92,,,920260000Y0377,,,3032,64.03,,,,,,,,,1,2,Appartement,68,3,,,,,,2.24912,48.892771
2025-1179911,2025-01-10,000001,Vente,315000,7,,RUE FLORENT DANCOURT,3545,92150,92073,Suresnes,92,,,92073000AO0207,,,190,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.20907,48.863987
2025-1179911,2025-01-10,000001,Vente,315000,60,,AV JEAN JAURES,4735,92150,92073,Suresnes,92,,,92073000AO0207,,,11,49.48,88,,,,,,,,2,2,Appartement,49,2,,,,,,2.20907,48.863987
2025-1179911,2025-01-10,000001,Vente,315000,60,,AV JEAN JAURES,4735,92150,92073,Suresnes,92,,,92073000AO0207,,,11,49.48,88,,,,,,,,2,3,Dépendance,,0,,,,,,2.20907,48.863987
2025-1179912,2025-01-08,000001,Vente,65000,10,,RUE PIERRE DAC,7170,92110,92024,Clichy,92,,,920240000G0062,,,176,19.04,,,,,,,,,1,2,Appartement,18,1,,,,,,2.308179,48.910473
2025-1179913,2025-01-15,000001,Vente en l'état futur d'achèvement,354000,33,,RUE MEDERIC,6160,92110,92024,Clichy,92,,,920240000C0055,,,128,50.5,,,,,,,,,1,,,,,,,,,,2.299607,48.905399
2025-1179914,2025-01-15,000001,Vente,344320,2,,RUE DU CHEMIN VERT,1485,92600,92004,Asnières-sur-Seine,92,,,92004000AP0101,,,241,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.283563,48.90339
2025-1179914,2025-01-15,000001,Vente,344320,2,,RUE DU CHEMIN VERT,1485,92600,92004,Asnières-sur-Seine,92,,,92004000AP0101,,,192,,55,46.72,,,,,,,2,2,Appartement,47,2,,,,,,2.283563,48.90339
2025-1179915,2025-01-13,000001,Vente,215000,36,B,RUE JEAN BONAL,4725,92250,92035,La Garenne-Colombes,92,,,920350000N0114,,,104,,107,,,,,,,,2,3,Dépendance,,0,,,,,,2.250459,48.907134
2025-1179915,2025-01-13,000001,Vente,215000,36,B,RUE JEAN BONAL,4725,92250,92035,La Garenne-Colombes,92,,,920350000N0114,,,104,,107,,,,,,,,2,2,Appartement,51,3,,,,,,2.250459,48.907134
2025-1179916,2025-01-02,000001,Vente,491000,12,,RUE DE LORRAINE,5155,92300,92044,Levallois-Perret,92,,,920440000Z0043,,,34,65.66,90,,,,,,,,2,3,Dépendance,,0,,,,,,2.295574,48.89214
2025-1179916,2025-01-02,000001,Vente,491000,12,,RUE DE LORRAINE,5155,92300,92044,Levallois-Perret,92,,,920440000Z0043,,,190,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.295574,48.89214
2025-1179916,2025-01-02,000001,Vente,491000,12,,RUE DE LORRAINE,5155,92300,92044,Levallois-Perret,92,,,920440000Z0043,,,34,65.66,90,,,,,,,,2,2,Appartement,65,3,,,,,,2.295574,48.89214
2025-1179917,2025-01-09,000001,Vente,380000,148,,RUE DE LA REPUBLIQUE,8140,92800,92062,Puteaux,92,,,920620000U0026,,,197,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.235343,48.884481
2025-1179917,2025-01-09,000001,Vente,380000,148,,RUE DE LA REPUBLIQUE,8140,92800,92062,Puteaux,92,,,920620000U0026,,,118,42.82,,,,,,,,,1,2,Appartement,43,2,,,,,,2.235343,48.884481
2025-1179918,2025-01-09,000001,Vente,225000,103,B,RUE HOCHE,4480,92700,92025,Colombes,92,,,920250000V0236,,,10,33.78,25,,,,,,,,2,2,Appartement,34,1,,,,,,2.266368,48.922335
2025-1179918,2025-01-09,000001,Vente,225000,103,B,RUE HOCHE,4480,92700,92025,Colombes,92,,,920250000V0236,,,38,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.266368,48.922335
2025-1179918,2025-01-09,000001,Vente,225000,103,B,RUE HOCHE,4480,92700,92025,Colombes,92,,,920250000V0236,,,10,33.78,25,,,,,,,,2,3,Dépendance,,0,,,,,,2.266368,48.922335
2025-1179919,2025-01-03,000001,Vente,306500,159,,BD JEAN JAURES,4730,92110,92024,Clichy,92,,,920240000C0048,,,523,,524,,99,72.32,,,,,3,3,Dépendance,,0,,,,,,2.29932,48.907247
2025-1179919,2025-01-03,000001,Vente,306500,159,,BD JEAN JAURES,4730,92110,92024,Clichy,92,,,920240000C0048,,,523,,524,,99,72.32,,,,,3,2,Appartement,70,1,,,,,,2.29932,48.907247
2025-1179919,2025-01-03,000001,Vente,306500,159,,BD JEAN JAURES,4730,92110,92024,Clichy,92,,,920240000C0048,,,500,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.29932,48.907247
2025-1179920,2025-01-08,000001,Vente,174390,2,,RUE PERRONET,7136,92200,92051,Neuilly-sur-Seine,92,,,920510000Z0104,,,52,15.9,,,,,,,,,1,2,Appartement,17,1,,,,,,2.280557,48.884277
2025-1179921,2025-01-09,000001,Vente,254595,23,,RUE GALLIENI,4120,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0090,,,101,37.83,105,,,,,,,,2,3,Dépendance,,0,,,,,,2.287427,48.907706
2025-1179921,2025-01-09,000001,Vente,254595,23,,RUE GALLIENI,4120,92600,92004,Asnières-sur-Seine,92,,,92004000AQ0090,,,101,37.83,105,,,,,,,,2,2,Appartement,38,2,,,,,,2.287427,48.907706
2025-1179922,2025-01-10,000001,Vente,80000,37,,BD D ARGENSON,0070,92200,92051,Neuilly-sur-Seine,92,,,920510000G0093,,,70,10.4,,,,,,,,,1,3,Dépendance,,0,,,,,,2.262031,48.889125
2025-1179923,2025-01-06,000001,Vente,229000,36,,RUE CHAPTAL,1451,92300,92044,Levallois-Perret,92,,,920440000V0077,,,137,,53,24.08,,,,,,,2,2,Appartement,20,1,,,,,,2.283871,48.888952
2025-1179924,2025-01-08,000001,Vente,553000,87,,RUE VOLTAIRE,9675,92300,92044,Levallois-Perret,92,,,920440000N0082,,,34,91.24,,,,,,,,,1,2,Appartement,92,3,,,,,,2.289101,48.894198
2025-1179924,2025-01-08,000001,Vente,553000,87,,RUE VOLTAIRE,9675,92300,92044,Levallois-Perret,92,,,920440000N0082,,,34,91.24,,,,,,,,,1,3,Dépendance,,0,,,,,,2.289101,48.894198
2025-1179924,2025-01-08,000001,Vente,553000,87,,RUE VOLTAIRE,9675,92300,92044,Levallois-Perret,92,,,920440000N0082,,,34,91.24,,,,,,,,,1,4,Local industriel. commercial ou assimilé,40,0,,,,,,2.289101,48.894198
2025-1179925,2025-01-13,000001,Vente,293000,61,,BD NATIONAL,6620,92250,92035,La Garenne-Colombes,92,,,920350000E0502,,,215,64.82,494,,,,,,,,2,2,Appartement,62,3,,,,,,2.238535,48.905361
2025-1179925,2025-01-13,000001,Vente,293000,61,,BD NATIONAL,6620,92250,92035,La Garenne-Colombes,92,,,920350000E0502,,,215,64.82,494,,,,,,,,2,3,Dépendance,,0,,,,,,2.238535,48.905361
2025-1179925,2025-01-13,000001,Vente,293000,61,,BD NATIONAL,6620,92250,92035,La Garenne-Colombes,92,,,920350000E0502,,,548,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.238535,48.905361
2025-1179926,2025-01-03,000001,Vente,19000,3,,RUE FOURNIER,3580,92110,92024,Clichy,92,,,920240000B0036,,,1890,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.297787,48.905065
2025-1179927,2025-01-14,000001,Vente,366400,6,,RUE DES BARTOUX,0610,92150,92073,Suresnes,92,,,920730000D0117,,,1,58.57,18,,,,,,,,2,2,Appartement,60,3,,,,,,2.222321,48.875037
2025-1179927,2025-01-14,000001,Vente,366400,6,,RUE DES BARTOUX,0610,92150,92073,Suresnes,92,,,920730000D0117,,,1,58.57,18,,,,,,,,2,3,Dépendance,,0,,,,,,2.222321,48.875037
2025-1179928,2025-01-16,000001,Vente,207500,29,,RUE DE BEZONS,0645,92400,92026,Courbevoie,92,,,920260000Z0129,,,237,,71,41.28,,,,,,,2,3,Dépendance,,0,,,,,,2.251384,48.893531
2025-1179928,2025-01-16,000001,Vente,207500,25,,RUE DE BEZONS,0645,92400,92026,Courbevoie,92,,,920260000Z0129,,,290,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.251384,48.893531
2025-1179928,2025-01-16,000001,Vente,207500,29,,RUE DE BEZONS,0645,92400,92026,Courbevoie,92,,,920260000Z0129,,,237,,71,41.28,,,,,,,2,2,Appartement,42,1,,,,,,2.251384,48.893531
2025-1179929,2025-01-03,000001,Vente,195000,65,,RUE COLBERT,1634,92700,92025,Colombes,92,,,92025000BD0228,,,19,52,40,,7,,,,,,3,1,Maison,51,2,,,,,,2.236092,48.911768
2025-1179930,2025-01-07,000001,Vente,260000,148,,AV D ARGENTEUIL,0130,92600,92004,Asnières-sur-Seine,92,,,920040000Y0103,,,7,57.7,,,,,,,,,1,3,Dépendance,,0,,,,,,2.282049,48.917423
2025-1179930,2025-01-07,000001,Vente,260000,148,,AV D ARGENTEUIL,0130,92600,92004,Asnières-sur-Seine,92,,,920040000Y0103,,,7,57.7,,,,,,,,,1,2,Appartement,57,2,,,,,,2.282049,48.917423
2025-1179930,2025-01-07,000001,Vente,260000,148,,AV D ARGENTEUIL,0130,92600,92004,Asnières-sur-Seine,92,,,920040000Y0103,,,7,57.7,,,,,,,,,1,3,Dépendance,,0,,,,,,2.282049,48.917423
2025-1179931,2025-01-10,000001,Vente,668000,50,,RUE DANTON,2520,92300,92044,Levallois-Perret,92,,,920440000V0099,,,335,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.284819,48.889432
2025-1179931,2025-01-10,000001,Vente,668000,50,,RUE DANTON,2520,92300,92044,Levallois-Perret,92,,,920440000V0099,,,207,66.89,,,,,,,,,1,2,Appartement,70,3,,,,,,2.284819,48.889432
2025-1179932,2025-01-10,000001,Vente,184300,128,,RUE CARNOT,1425,92150,92073,Suresnes,92,,,920730000N0043,,,14,26.7,,,,,,,,,1,3,Dépendance,,0,,,,,,2.229935,48.876713
2025-1179932,2025-01-10,000001,Vente,184300,128,,RUE CARNOT,1425,92150,92073,Suresnes,92,,,920730000N0043,,,14,26.7,,,,,,,,,1,2,Appartement,35,2,,,,,,2.229935,48.876713
2025-1179933,2025-01-06,000001,Vente,35000,123,,AV DE LA REPUBLIQUE,8130,92400,92026,Courbevoie,92,,,920260000N0074,,,443,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255013,48.902997
2025-1179933,2025-01-06,000001,Vente,35000,123,,AV DE LA REPUBLIQUE,8130,92400,92026,Courbevoie,92,,,920260000N0074,,,444,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.255013,48.902997
2025-1179934,2025-01-14,000001,Vente,490000,5,B,RUE JEAN MACE,4740,92150,92073,Suresnes,92,,,920730000N0094,,,119,63.03,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,2.229163,48.874138
2025-1179934,2025-01-14,000001,Vente,490000,5,T,RUE JEAN MACE,4740,92150,92073,Suresnes,92,,,920730000N0094,,,203,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.229163,48.874138
2025-1179934,2025-01-14,000001,Vente,490000,5,B,RUE JEAN MACE,4740,92150,92073,Suresnes,92,,,920730000N0094,,,119,63.03,317,,,,,,,,2,2,Appartement,63,3,,,,,,2.229163,48.874138
2025-1179934,2025-01-14,000001,Vente,490000,5,B,RUE JEAN MACE,4740,92150,92073,Suresnes,92,,,920730000N0094,,,119,63.03,317,,,,,,,,2,3,Dépendance,,0,,,,,,2.229163,48.874138
